Date,Open,High,Low,Close,Volume
2025-05-15T01:54:00,1.32793,1.32804,1.32787,1.32803,58
2025-05-15T01:55:00,1.32801,1.32804,1.32776,1.3278,57
2025-05-15T01:56:00,1.32777,1.32781,1.32759,1.32759,66
2025-05-15T01:57:00,1.32757,1.32773,1.32747,1.32771,67
2025-05-15T01:58:00,1.32773,1.32773,1.32756,1.32766,84
2025-05-15T01:59:00,1.32764,1.32766,1.32753,1.32763,51
2025-05-15T02:00:00,1.32761,1.32764,1.32757,1.32763,47
2025-05-15T02:01:00,1.32764,1.32781,1.32761,1.32781,51
2025-05-15T02:02:00,1.32781,1.32781,1.32754,1.32756,39
2025-05-15T02:03:00,1.32757,1.3276,1.32747,1.32759,50
2025-05-15T02:04:00,1.32757,1.3276,1.32729,1.3273,84
2025-05-15T02:05:00,1.32732,1.3275,1.32726,1.32749,56
2025-05-15T02:06:00,1.3275,1.3275,1.32733,1.32744,69
2025-05-15T02:07:00,1.32743,1.3277,1.32743,1.3277,58
2025-05-15T02:08:00,1.32774,1.32774,1.32756,1.32763,43
2025-05-15T02:09:00,1.32764,1.32773,1.32763,1.32773,22
2025-05-15T02:10:00,1.32774,1.32788,1.32774,1.32786,43
2025-05-15T02:11:00,1.32784,1.32786,1.32777,1.32778,31
2025-05-15T02:12:00,1.32777,1.32784,1.32767,1.32777,73
2025-05-15T02:13:00,1.32777,1.32787,1.32777,1.32777,50
2025-05-15T02:14:00,1.32778,1.32787,1.32773,1.32787,35
2025-05-15T02:15:00,1.32787,1.3279,1.32773,1.32773,37
2025-05-15T02:16:00,1.32774,1.3278,1.32759,1.32759,58
2025-05-15T02:17:00,1.3276,1.3276,1.32747,1.32756,32
2025-05-15T02:18:00,1.32754,1.32761,1.3275,1.3275,36
2025-05-15T02:19:00,1.32752,1.3277,1.32752,1.32769,40
2025-05-15T02:20:00,1.32767,1.3277,1.32759,1.32759,46
2025-05-15T02:21:00,1.3276,1.32763,1.32742,1.32753,57
2025-05-15T02:22:00,1.32753,1.32754,1.32746,1.32747,55
2025-05-15T02:23:00,1.32747,1.32747,1.32736,1.3274,57
2025-05-15T02:24:00,1.32739,1.32747,1.32729,1.32736,72
2025-05-15T02:25:00,1.32737,1.32742,1.32733,1.32733,49
2025-05-15T02:26:00,1.32733,1.32739,1.32729,1.32733,43
2025-05-15T02:27:00,1.32734,1.32747,1.32733,1.32744,48
2025-05-15T02:28:00,1.32743,1.32756,1.32743,1.32749,59
2025-05-15T02:29:00,1.32746,1.32747,1.32734,1.32743,52
2025-05-15T02:30:00,1.32746,1.32747,1.32737,1.32737,37
2025-05-15T02:31:00,1.32736,1.32743,1.32736,1.32743,42
2025-05-15T02:32:00,1.32742,1.32756,1.32742,1.32756,56
2025-05-15T02:33:00,1.32754,1.32756,1.32743,1.3275,36
2025-05-15T02:34:00,1.3275,1.32759,1.3275,1.32753,29
2025-05-15T02:35:00,1.32753,1.32764,1.32753,1.32757,60
2025-05-15T02:36:00,1.3276,1.32767,1.32754,1.32759,28
2025-05-15T02:37:00,1.32757,1.32764,1.32753,1.32764,36
2025-05-15T02:38:00,1.32766,1.3277,1.32766,1.32767,43
2025-05-15T02:39:00,1.32769,1.3277,1.32759,1.32769,27
2025-05-15T02:40:00,1.3277,1.3279,1.32769,1.3279,43
2025-05-15T02:41:00,1.3279,1.3279,1.32774,1.32777,42
2025-05-15T02:42:00,1.32778,1.32778,1.32774,1.32777,31
2025-05-15T02:43:00,1.32778,1.3278,1.32763,1.32767,27
2025-05-15T02:44:00,1.32769,1.3277,1.32763,1.3277,22
2025-05-15T02:45:00,1.32767,1.32776,1.3276,1.32773,20
2025-05-15T02:46:00,1.32774,1.32777,1.32761,1.32773,40
2025-05-15T02:47:00,1.32774,1.32774,1.32763,1.32764,32
2025-05-15T02:48:00,1.32763,1.32764,1.32752,1.32752,26
2025-05-15T02:49:00,1.3275,1.32759,1.32749,1.3275,47
2025-05-15T02:50:00,1.3275,1.32756,1.3274,1.32746,61
2025-05-15T02:51:00,1.3275,1.3276,1.32749,1.32756,32
2025-05-15T02:52:00,1.32759,1.32776,1.32757,1.3277,42
2025-05-15T02:53:00,1.32769,1.32778,1.32767,1.32777,37
2025-05-15T02:54:00,1.32778,1.32781,1.32767,1.32781,51
2025-05-15T02:55:00,1.3278,1.3279,1.32778,1.3279,33
2025-05-15T02:56:00,1.3279,1.32797,1.32787,1.32797,26
2025-05-15T02:57:00,1.32797,1.32808,1.32791,1.32797,44
2025-05-15T02:58:00,1.32797,1.32808,1.32797,1.32805,37
2025-05-15T02:59:00,1.32807,1.3281,1.32803,1.32803,39
2025-05-15T03:00:00,1.32801,1.32808,1.3279,1.32794,54
2025-05-15T03:01:00,1.32793,1.32795,1.32781,1.3279,42
2025-05-15T03:02:00,1.3279,1.32808,1.32781,1.32807,44
2025-05-15T03:03:00,1.32808,1.32817,1.32807,1.32814,31
2025-05-15T03:04:00,1.32814,1.32814,1.32797,1.328,45
2025-05-15T03:05:00,1.32798,1.32807,1.32797,1.32807,34
2025-05-15T03:06:00,1.32808,1.32808,1.328,1.32804,27
2025-05-15T03:07:00,1.32803,1.32805,1.32794,1.32797,47
2025-05-15T03:08:00,1.32795,1.32803,1.3277,1.32803,62
2025-05-15T03:09:00,1.32801,1.32808,1.32797,1.32804,44
2025-05-15T03:10:00,1.32801,1.32821,1.32798,1.32817,50
2025-05-15T03:11:00,1.32818,1.32818,1.32811,1.32817,38
2025-05-15T03:12:00,1.32817,1.32824,1.32808,1.32824,45
2025-05-15T03:13:00,1.32822,1.32824,1.32818,1.3282,21
2025-05-15T03:14:00,1.32818,1.32822,1.32797,1.32797,57
2025-05-15T03:15:00,1.32798,1.3281,1.32797,1.32805,59
2025-05-15T03:16:00,1.32804,1.32808,1.32791,1.32795,70
2025-05-15T03:17:00,1.32794,1.32804,1.32794,1.32797,49
2025-05-15T03:18:00,1.32798,1.32807,1.32797,1.32797,29
2025-05-15T03:19:00,1.32798,1.32804,1.32797,1.32797,25
2025-05-15T03:20:00,1.32798,1.3281,1.32797,1.32798,51
2025-05-15T03:21:00,1.328,1.32805,1.32797,1.32804,26
2025-05-15T03:22:00,1.32805,1.32828,1.32804,1.32828,48
2025-05-15T03:23:00,1.32831,1.32834,1.32824,1.32828,37
2025-05-15T03:24:00,1.32827,1.3283,1.32827,1.3283,16
2025-05-15T03:25:00,1.32828,1.32848,1.32827,1.32848,44
2025-05-15T03:26:00,1.32848,1.32858,1.32842,1.32849,54
2025-05-15T03:27:00,1.32848,1.32858,1.32844,1.32844,48
2025-05-15T03:28:00,1.32844,1.32849,1.32838,1.32842,61
2025-05-15T03:29:00,1.32839,1.32858,1.32838,1.32858,38
2025-05-15T03:30:00,1.32862,1.32868,1.32839,1.32844,63
2025-05-15T03:31:00,1.32845,1.32852,1.32838,1.32844,64
2025-05-15T03:32:00,1.32842,1.32847,1.32837,1.32838,50
2025-05-15T03:33:00,1.32838,1.32838,1.32828,1.32828,25
2025-05-15T03:34:00,1.32824,1.32824,1.32818,1.32824,24
2025-05-15T03:35:00,1.32824,1.32844,1.32824,1.32828,45
2025-05-15T03:36:00,1.3283,1.32849,1.3283,1.32844,52
2025-05-15T03:37:00,1.32844,1.32848,1.32842,1.32845,34
2025-05-15T03:38:00,1.32847,1.32847,1.32834,1.32835,53
2025-05-15T03:39:00,1.32837,1.32842,1.32828,1.32834,45
2025-05-15T03:40:00,1.32838,1.32838,1.32828,1.32828,27
2025-05-15T03:41:00,1.32828,1.32831,1.32817,1.32831,52
2025-05-15T03:42:00,1.32831,1.32838,1.32827,1.32838,28
2025-05-15T03:43:00,1.32837,1.32838,1.32828,1.32828,33
2025-05-15T03:44:00,1.32827,1.32844,1.32827,1.32844,41
2025-05-15T03:45:00,1.32845,1.32848,1.32838,1.32838,35
2025-05-15T03:46:00,1.32838,1.32848,1.32837,1.32838,30
2025-05-15T03:47:00,1.32837,1.32848,1.32834,1.32844,38
2025-05-15T03:48:00,1.32842,1.32854,1.32838,1.32851,52
2025-05-15T03:49:00,1.32851,1.32851,1.32837,1.32838,31
2025-05-15T03:50:00,1.32837,1.32838,1.32828,1.32834,25
2025-05-15T03:51:00,1.32832,1.32835,1.32831,1.32834,31
2025-05-15T03:52:00,1.32835,1.32848,1.32835,1.32842,37
2025-05-15T03:53:00,1.32844,1.32847,1.32838,1.32838,22
2025-05-15T03:54:00,1.32837,1.32837,1.32827,1.3283,37
2025-05-15T03:55:00,1.32828,1.3283,1.32812,1.32812,36
2025-05-15T03:56:00,1.32811,1.32811,1.32805,1.32807,29
2025-05-15T03:57:00,1.32808,1.32811,1.32808,1.3281,27
2025-05-15T03:58:00,1.32811,1.32811,1.32805,1.3281,27
2025-05-15T03:59:00,1.32811,1.32811,1.32807,1.3281,36
2025-05-15T04:00:00,1.32811,1.3282,1.32808,1.32811,48
2025-05-15T04:01:00,1.3281,1.3282,1.3281,1.3282,28
2025-05-15T04:02:00,1.32821,1.32824,1.32818,1.3282,12
2025-05-15T04:03:00,1.32818,1.32834,1.32818,1.32832,54
2025-05-15T04:04:00,1.32834,1.32835,1.32827,1.32827,45
2025-05-15T04:05:00,1.32828,1.32828,1.32801,1.32801,44
2025-05-15T04:06:00,1.32803,1.32808,1.32801,1.32807,38
2025-05-15T04:07:00,1.32805,1.32807,1.32797,1.32801,27
2025-05-15T04:08:00,1.328,1.32807,1.328,1.32804,36
2025-05-15T04:09:00,1.32803,1.32811,1.32803,1.32804,42
2025-05-15T04:10:00,1.32803,1.32815,1.32801,1.32808,50
2025-05-15T04:11:00,1.32808,1.32824,1.32808,1.32824,16
2025-05-15T04:12:00,1.32822,1.32824,1.3281,1.3281,67
2025-05-15T04:13:00,1.32811,1.32814,1.32804,1.32811,41
2025-05-15T04:14:00,1.32812,1.32814,1.32804,1.32808,35
2025-05-15T04:15:00,1.3281,1.32811,1.32804,1.32805,26
2025-05-15T04:16:00,1.32807,1.32807,1.32795,1.32797,52
2025-05-15T04:17:00,1.32794,1.32797,1.32777,1.32797,74
2025-05-15T04:18:00,1.32797,1.32801,1.32794,1.32797,24
2025-05-15T04:19:00,1.32797,1.32803,1.32797,1.32798,30
2025-05-15T04:20:00,1.32797,1.32808,1.32787,1.32808,46
2025-05-15T04:21:00,1.32808,1.32808,1.32804,1.32807,11
2025-05-15T04:22:00,1.32808,1.32811,1.32807,1.32811,18
2025-05-15T04:23:00,1.32811,1.32824,1.32811,1.32824,31
2025-05-15T04:24:00,1.32822,1.32822,1.32805,1.32808,22
2025-05-15T04:25:00,1.32808,1.32818,1.32808,1.32817,30
2025-05-15T04:26:00,1.32818,1.32828,1.32817,1.32828,33
2025-05-15T04:27:00,1.32828,1.3283,1.32821,1.32828,33
2025-05-15T04:28:00,1.32827,1.32831,1.32824,1.32831,41
2025-05-15T04:29:00,1.32828,1.32828,1.32815,1.32817,24
2025-05-15T04:30:00,1.32815,1.32815,1.32807,1.32807,26
2025-05-15T04:31:00,1.32808,1.3281,1.32787,1.32787,38
2025-05-15T04:32:00,1.32787,1.3281,1.32787,1.3281,26
2025-05-15T04:33:00,1.32808,1.3282,1.32808,1.32818,23
2025-05-15T04:34:00,1.3282,1.3282,1.32808,1.3281,27
2025-05-15T04:35:00,1.32812,1.32821,1.32808,1.3282,34
2025-05-15T04:36:00,1.32821,1.32825,1.32817,1.32825,26
2025-05-15T04:37:00,1.32824,1.32824,1.32803,1.32807,39
2025-05-15T04:38:00,1.32808,1.32817,1.32804,1.32815,26
2025-05-15T04:39:00,1.32814,1.32815,1.32797,1.32797,34
2025-05-15T04:40:00,1.32794,1.32794,1.32788,1.3279,15
2025-05-15T04:41:00,1.32788,1.32788,1.3277,1.32776,37
2025-05-15T04:42:00,1.32774,1.3278,1.32774,1.32776,17
2025-05-15T04:43:00,1.32777,1.3278,1.32756,1.32757,36
2025-05-15T04:44:00,1.32759,1.3277,1.32757,1.3277,35
2025-05-15T04:45:00,1.3277,1.32771,1.32759,1.32759,26
2025-05-15T04:46:00,1.3276,1.32773,1.32759,1.32769,34
2025-05-15T04:47:00,1.3277,1.3277,1.32749,1.32749,26
2025-05-15T04:48:00,1.32746,1.32749,1.32744,1.32749,31
2025-05-15T04:49:00,1.3275,1.32759,1.32749,1.32759,31
2025-05-15T04:50:00,1.32757,1.3276,1.32749,1.32754,51
2025-05-15T04:51:00,1.32756,1.32759,1.32753,1.32757,29
2025-05-15T04:52:00,1.32759,1.32767,1.32757,1.32767,18
2025-05-15T04:53:00,1.32767,1.32767,1.32747,1.3275,16
2025-05-15T04:54:00,1.32747,1.32759,1.32747,1.32754,36
2025-05-15T04:55:00,1.32756,1.32774,1.32756,1.32767,65
2025-05-15T04:56:00,1.32767,1.32778,1.32763,1.3277,36
2025-05-15T04:57:00,1.32769,1.32769,1.32752,1.32753,51
2025-05-15T04:58:00,1.32753,1.32756,1.3274,1.3274,52
2025-05-15T04:59:00,1.3274,1.3275,1.3274,1.32746,48
2025-05-15T05:00:00,1.32747,1.3275,1.32729,1.32729,56
2025-05-15T05:01:00,1.32729,1.3274,1.32726,1.32736,50
2025-05-15T05:02:00,1.32736,1.32736,1.32727,1.32733,28
2025-05-15T05:03:00,1.3273,1.32736,1.32729,1.32736,43
2025-05-15T05:04:00,1.3274,1.32747,1.3273,1.32744,59
2025-05-15T05:05:00,1.3275,1.3276,1.3275,1.32759,47
2025-05-15T05:06:00,1.32757,1.32759,1.32742,1.32747,37
2025-05-15T05:07:00,1.32746,1.3276,1.3274,1.32759,42
2025-05-15T05:08:00,1.3276,1.32767,1.32754,1.32766,56
2025-05-15T05:09:00,1.32767,1.3278,1.32763,1.32767,74
2025-05-15T05:10:00,1.32767,1.32781,1.32763,1.3278,42
2025-05-15T05:11:00,1.32781,1.32787,1.32771,1.32771,45
2025-05-15T05:12:00,1.32773,1.32787,1.32773,1.32787,44
2025-05-15T05:13:00,1.32788,1.32793,1.3278,1.32781,50
2025-05-15T05:14:00,1.32783,1.32783,1.3276,1.32763,47
2025-05-15T05:15:00,1.32764,1.3277,1.32763,1.32769,41
2025-05-15T05:16:00,1.3277,1.3277,1.32767,1.32769,23
2025-05-15T05:17:00,1.32767,1.3277,1.32759,1.32759,39
2025-05-15T05:18:00,1.32757,1.32759,1.32742,1.32753,39
2025-05-15T05:19:00,1.32754,1.3276,1.3275,1.32753,66
2025-05-15T05:20:00,1.32756,1.32766,1.32749,1.32759,63
2025-05-15T05:21:00,1.32754,1.32754,1.3274,1.3275,52
2025-05-15T05:22:00,1.32753,1.32769,1.32753,1.32767,60
2025-05-15T05:23:00,1.32766,1.32776,1.32756,1.32769,66
2025-05-15T05:24:00,1.32767,1.3277,1.32744,1.32754,49
2025-05-15T05:25:00,1.32757,1.3276,1.32744,1.3276,55
2025-05-15T05:26:00,1.32763,1.32769,1.32747,1.32753,53
2025-05-15T05:27:00,1.32756,1.32757,1.32713,1.32715,77
2025-05-15T05:28:00,1.32713,1.32726,1.32713,1.32726,40
2025-05-15T05:29:00,1.32725,1.32726,1.32709,1.32712,53
2025-05-15T05:30:00,1.32713,1.3272,1.32706,1.3272,56
2025-05-15T05:31:00,1.3272,1.3272,1.32703,1.32705,58
2025-05-15T05:32:00,1.32706,1.32706,1.32688,1.32688,55
2025-05-15T05:33:00,1.32689,1.32692,1.32686,1.32688,19
2025-05-15T05:34:00,1.32683,1.32683,1.32668,1.32669,31
2025-05-15T05:35:00,1.32668,1.32668,1.32648,1.32659,57
2025-05-15T05:36:00,1.32658,1.32672,1.32658,1.32669,41
2025-05-15T05:37:00,1.32668,1.32692,1.32668,1.32673,66
2025-05-15T05:38:00,1.32672,1.32672,1.32648,1.32659,36
2025-05-15T05:39:00,1.32658,1.32658,1.32648,1.32655,47
2025-05-15T05:40:00,1.32654,1.32658,1.32648,1.32648,35
2025-05-15T05:41:00,1.32649,1.32654,1.32634,1.32648,59
2025-05-15T05:42:00,1.32648,1.32648,1.32627,1.32634,46
2025-05-15T05:43:00,1.32635,1.32639,1.32632,1.32639,51
2025-05-15T05:44:00,1.32641,1.32644,1.32638,1.32641,27
2025-05-15T05:45:00,1.32642,1.32645,1.32637,1.32639,31
2025-05-15T05:46:00,1.32638,1.32639,1.3263,1.32631,22
2025-05-15T05:47:00,1.3263,1.32661,1.3263,1.32656,37
2025-05-15T05:48:00,1.32658,1.32671,1.32656,1.32662,61
2025-05-15T05:49:00,1.32661,1.32662,1.32652,1.32661,31
2025-05-15T05:50:00,1.32661,1.32668,1.32659,1.32668,36
2025-05-15T05:51:00,1.32665,1.32689,1.32659,1.32685,48
2025-05-15T05:52:00,1.32683,1.32692,1.32681,1.32685,32
2025-05-15T05:53:00,1.32686,1.32691,1.32669,1.32672,27
2025-05-15T05:54:00,1.32671,1.32678,1.32668,1.32668,29
2025-05-15T05:55:00,1.32669,1.32685,1.32669,1.32683,78
2025-05-15T05:56:00,1.32685,1.32709,1.32683,1.32708,57
2025-05-15T05:57:00,1.32709,1.32713,1.32699,1.32713,58
2025-05-15T05:58:00,1.32712,1.32736,1.32709,1.32736,45
2025-05-15T05:59:00,1.32736,1.3275,1.32698,1.32735,138
2025-05-15T06:00:00,1.32734,1.32829,1.32722,1.32734,153
2025-05-15T06:01:00,1.32733,1.32756,1.3272,1.32756,54
2025-05-15T06:02:00,1.32753,1.32754,1.32717,1.32717,47
2025-05-15T06:03:00,1.32719,1.32719,1.32702,1.32705,94
2025-05-15T06:04:00,1.32706,1.32729,1.32705,1.32726,90
2025-05-15T06:05:00,1.32727,1.32757,1.32717,1.32757,101
2025-05-15T06:06:00,1.32759,1.32776,1.32747,1.32749,107
2025-05-15T06:07:00,1.3275,1.32769,1.32736,1.3276,85
2025-05-15T06:08:00,1.32759,1.3276,1.32737,1.32747,83
2025-05-15T06:09:00,1.32747,1.32788,1.32743,1.32786,98
2025-05-15T06:10:00,1.32787,1.32797,1.32767,1.32794,102
2025-05-15T06:11:00,1.32793,1.32797,1.32788,1.32788,47
2025-05-15T06:12:00,1.32787,1.32821,1.32787,1.32821,89
2025-05-15T06:13:00,1.32822,1.32859,1.3282,1.32852,100
2025-05-15T06:14:00,1.32854,1.32855,1.32817,1.3283,91
2025-05-15T06:15:00,1.32832,1.32835,1.32807,1.32811,93
2025-05-15T06:16:00,1.32812,1.32824,1.32803,1.32803,81
2025-05-15T06:17:00,1.32804,1.32811,1.32786,1.32805,59
2025-05-15T06:18:00,1.32808,1.32842,1.32808,1.32838,48
2025-05-15T06:19:00,1.32838,1.32849,1.32838,1.32841,37
2025-05-15T06:20:00,1.32842,1.32864,1.32842,1.32864,84
2025-05-15T06:21:00,1.32865,1.32933,1.32861,1.3293,146
2025-05-15T06:22:00,1.3293,1.32943,1.3292,1.32929,130
2025-05-15T06:23:00,1.32927,1.3294,1.32919,1.3294,110
2025-05-15T06:24:00,1.32942,1.32946,1.32925,1.32929,127
2025-05-15T06:25:00,1.3293,1.32947,1.32916,1.32939,106
2025-05-15T06:26:00,1.3294,1.32949,1.3293,1.32947,83
2025-05-15T06:27:00,1.32946,1.32946,1.32936,1.3294,76
2025-05-15T06:28:00,1.32942,1.32947,1.32929,1.32946,82
2025-05-15T06:29:00,1.32946,1.32946,1.32912,1.32926,97
2025-05-15T06:30:00,1.32923,1.32923,1.32878,1.32879,139
2025-05-15T06:31:00,1.32881,1.32926,1.32879,1.32926,126
2025-05-15T06:32:00,1.32925,1.32946,1.32919,1.32942,107
2025-05-15T06:33:00,1.32943,1.32957,1.32937,1.32952,73
2025-05-15T06:34:00,1.3295,1.32969,1.32943,1.32967,118
2025-05-15T06:35:00,1.32969,1.32977,1.32942,1.32946,100
2025-05-15T06:36:00,1.32946,1.32976,1.32944,1.3297,60
2025-05-15T06:37:00,1.3297,1.32976,1.32961,1.32966,51
2025-05-15T06:38:00,1.32964,1.32997,1.32961,1.32994,67
